,ITEM,BTOS (Heirarchy order),BTOS
3249,6010,700,H
3250,6011,200,C
3251,6013,200,C
3252,6015,200,C
3253,6016,200,C
3254,6017,700,H
3255,6018,200,C
3256,6019,200,C
3257,6022,700,H
3258,6023,200,C
3259,6024,200,C
3260,6025,200,C
3261,6026,200,C
3262,6027,700,H
3263,6028,200,C
3264,6029,200,C
3265,6030,700,H
3266,6031,200,C
3267,6032,200,C
3268,6033,700,H
3269,6034,200,C
3270,6035,200,C
3271,6036,700,H
3272,6037,200,C
3273,6038,200,C
3274,6039,700,H
3275,6040,700,H
3276,6041,700,H
3277,6042,200,C
3278,6044,700,H
3279,6047,700,H
3280,6050,700,H
3281,6051,200,C
3282,6052,200,C
3283,6053,700,H
3284,6056,700,H
3285,6057,200,C
3286,6058,200,C
3287,6059,200,C
3288,6060,200,C
3289,6061,700,H
3290,6062,200,C
3291,6063,200,C
3292,6064,200,C
3293,6065,200,C
3294,6066,700,H
3295,6067,200,C
3296,6068,200,C
3297,6069,700,H
3298,6070,700,H
3299,6071,200,C
3300,6072,200,C
3301,6074,200,C
3302,6075,200,C
3303,6077,700,H
3304,6079,700,H
3305,6080,200,C
3306,6081,200,C
3307,6083,700,H
3308,6085,700,H
3309,6086,700,H
3310,6087,102,M
3311,6089,700,H
3312,6091,700,H
3313,6092,700,H
3314,6093,700,H
3315,6094,700,H
3316,6095,700,H
3317,6098,700,H
3318,6100,700,H
3319,6105,700,H
3320,6107,700,H
3321,6110,700,H
3322,6118,700,H
3323,6122,700,H
3324,6130,700,H
3325,6135,700,H
3326,6140,700,H
3327,6146,700,H
3328,6152,700,H
3329,6155,700,H
3330,6157,700,H
3331,6158,700,H
3332,6159,700,H
3333,6160,700,H
3334,6161,700,H
3335,6162,700,H
3336,6166,700,H
3337,6175,700,H
3338,6179,700,H
3339,6184,700,H
3340,6189,700,H
3341,6194,700,H
3342,6199,700,H
3343,6204,700,H
3344,6205,700,H
3345,6207,700,H
3346,6208,700,H
3347,6210,700,H
3348,6212,700,H
3349,6213,700,H
3350,6214,700,H
3351,6215,700,H
3352,6216,700,H
3353,6218,700,H
3354,6221,700,H
3355,6224,700,H
3356,6228,700,H
3357,6231,700,H
3358,6232,700,H
3359,6233,700,H
3360,6234,700,H
3361,6236,700,H
3362,6245,700,H
3363,6246,700,H
3364,6247,700,H
3365,6249,700,H
3366,6253,700,H
3367,6258,700,H
3368,6262,700,H
3369,6264,700,H
3370,6271,700,H
3371,6274,700,H
3372,6277,700,H
3373,6278,700,H
3374,6280,700,H
3375,6284,700,H
3376,6290,700,H
3377,6292,700,H
3378,6296,700,H
3379,6299,700,H
3380,6301,700,H
3381,6302,700,H
3382,6303,700,H
3383,6304,700,H
3384,6305,700,H
3385,6306,700,H
3386,6307,700,H
3387,6308,700,H
3388,6313,700,H
3389,6321,700,H
3390,6325,700,H
3391,6327,700,H
3392,6332,700,H
3393,6336,700,H
3394,6342,700,H
3395,6347,700,H
3396,6352,700,H
3397,6358,700,H
3398,6363,700,H
3399,6367,700,H
3400,6373,700,H
3401,6389,700,H
3402,6396,700,H
3403,6398,700,H
3404,6401,700,H
3405,6406,700,H
3406,6407,700,H
3407,6408,700,H
3408,6411,700,H
3409,6413,700,H
3410,6415,700,H
3411,6430,700,H
3412,6431,700,H
3413,6446,700,H
3414,6447,700,H
3415,6451,700,H
3416,6452,700,H
3417,6453,700,H
3418,6454,700,H
3419,6460,700,H
3420,6464,700,H
3421,6469,700,H
3422,6483,700,H
3423,6508,700,H
3424,6513,700,H
3425,6517,700,H
3426,6518,700,H
3427,6519,700,H
3428,6532,700,H
3429,6533,700,H
3430,6536,700,H
3431,6542,700,H
3432,6543,700,H
3433,6544,700,H
3434,6553,700,H
3435,6557,700,H
3436,6570,700,H
3437,6585,700,H
3438,6594,700,H
3439,6604,700,H
3440,6607,700,H
3441,6611,700,H
3442,6612,700,H
3443,6613,700,H
3444,6631,700,H
3445,6632,700,H
3446,6633,700,H
3447,6638,700,H
3448,6639,700,H
3449,6641,700,H
3450,6643,700,H
3451,6644,700,H
3452,6648,700,H
3453,6649,700,H
3454,6655,700,H
3455,6657,700,H
3456,6658,700,H
3457,6659,700,H
3458,6677,700,H
3459,6681,700,H
3460,6686,700,H
3461,6688,700,H
3462,6692,700,H
3463,6697,700,H
3464,6699,700,H
3465,6701,700,H
3466,6703,700,H
3467,6705,700,H
3468,6707,700,H
3469,6709,700,H
3470,6715,700,H
3471,6722,700,H
3472,6724,700,H
3473,6728,700,H
3474,6730,700,H
3475,6736,700,H
3476,6740,700,H
3477,6742,700,H
3478,6744,700,H
3479,6747,700,H
3480,6752,700,H
3481,6754,700,H
3482,6758,700,H
3483,6762,700,H
3484,6766,700,H
3485,6767,700,H
3486,6768,700,H
3487,6772,700,H
3488,6774,700,H
3489,6778,700,H
3490,6786,700,H
3491,6792,700,H
3492,6796,700,H
3493,6799,700,H
3494,6802,700,H
3495,6805,700,H
3496,6807,700,H
3497,6810,700,H
3498,6816,700,H
3499,6818,700,H
3500,6820,700,H
3501,6824,700,H
3502,6828,700,H
3503,6832,700,H
3504,6833,700,H
3505,6835,700,H
3506,6837,700,H
3507,6842,700,H
3508,6846,700,H
3509,6848,700,H
3510,6852,700,H
3511,6857,700,H
3512,6858,700,H
3513,6859,700,H
3514,6861,700,H
3515,6862,700,H
3516,6863,700,H
3517,6864,700,H
3518,6865,700,H
3519,6871,700,H
3520,6873,700,H
3521,6879,700,H
3522,6881,700,H
3523,6885,700,H
3524,6889,700,H
3525,6894,700,H
3526,6898,700,H
3527,6900,700,H
3528,6902,700,H
3529,6904,700,H
3530,6906,700,H
3531,6908,700,H
3532,6914,700,H
3533,6918,700,H
3534,6920,1100,L
3535,6922,700,H
3536,6924,700,H
3537,6928,700,H
3538,6929,700,H
3539,6930,700,H
3540,6931,700,H
3541,6932,700,H
3542,6938,700,H
3543,6939,700,H
3544,6940,700,H
3545,6941,700,H
3546,6942,700,H
3547,6953,700,H
3548,6954,700,H
3549,6955,700,H
3550,6958,700,H
3551,6962,700,H
3552,6964,700,H
3553,6966,700,H
3554,6968,700,H
3555,6972,700,H
3556,6974,700,H
3557,6980,700,H
3558,6986,700,H
3559,6988,700,H
3560,6992,700,H
3561,6995,700,H
3562,6997,700,H
3563,6999,700,H
3564,7001,700,H
3565,7002,700,H
3566,7003,700,H
3567,7006,700,H
3568,7007,700,H
3569,7008,700,H
3570,7011,700,H
3571,7013,700,H
3572,7015,700,H
3573,7021,700,H
3574,7028,700,H
3575,7033,700,H
3576,7042,700,H
3577,7044,700,H
3578,7046,700,H
3579,7057,700,H
3580,7066,700,H
3581,7070,700,H
3582,7071,700,H
3583,7072,700,H
3584,7073,700,H
3585,7074,700,H
3586,7075,700,H
3587,7076,700,H
3588,7077,700,H
3589,7078,700,H
3590,7079,700,H
3591,7080,700,H
3592,7081,700,H
3593,7082,700,H
3594,7083,700,H
3595,7084,700,H
3596,7085,700,H
3597,7086,700,H
3598,7087,700,H
3599,7088,700,H
3600,7089,700,H
3601,7090,700,H
3602,7091,700,H
3603,7092,700,H
3604,7093,700,H
3605,7094,700,H
3606,7095,700,H
3607,7096,700,H
3608,7097,700,H
3609,7098,700,H
3610,7099,700,H
3611,7100,700,H
3612,7101,700,H
3613,7102,700,H
3614,7103,700,H
3615,7104,700,H
3616,7105,700,H
3617,7106,700,H
3618,7107,700,H
3619,7108,700,H
3620,7109,700,H
3621,7110,700,H
3622,7111,700,H
3623,7112,700,H
3624,7113,700,H
3625,7114,700,H
3626,7115,700,H
3627,7116,700,H
3628,7117,700,H
3629,7118,700,H
3630,7119,700,H
3631,7120,700,H
3632,7121,700,H
3633,7122,700,H
3634,7123,700,H
3635,7124,700,H
3636,7125,700,H
3637,7126,700,H
3638,7128,1100,L
3639,7129,700,H
3640,7130,700,H
3641,7132,700,H
3642,7133,700,H
3643,7134,1100,L
3644,7135,700,H
3645,7136,700,H
3646,7137,700,H
3647,7138,700,H
3648,7139,700,H
3649,7140,700,H
3650,7141,700,H
3651,7143,700,H
3652,7146,1100,L
3653,7147,700,H
3654,7148,700,H
3655,7149,700,H
3656,7150,700,H
3657,7151,700,H
3658,7152,700,H
3659,7153,700,H
3660,7154,700,H
3661,7155,700,H
3662,7156,700,H
3663,7157,700,H
3664,7158,700,H
3665,7159,700,H
3666,7160,700,H
3667,7161,700,H
3668,7162,700,H
3669,7163,700,H
3670,7164,700,H
3671,7165,700,H
3672,7166,700,H
3673,7167,700,H
3674,7168,700,H
3675,7169,700,H
3676,7170,700,H
3677,7171,700,H
3678,7172,700,H
3679,7173,700,H
3680,7174,700,H
3681,7175,700,H
3682,7176,700,H
3683,7177,700,H
3684,7178,700,H
3685,7179,700,H
3686,7180,700,H
3687,7181,700,H
3688,7182,700,H
3689,7183,700,H
3690,7184,700,H
3691,7185,700,H
3692,7186,700,H
3693,7187,700,H
3694,7188,700,H
3695,7189,700,H
3696,7190,700,H
3697,7191,700,H
3698,7192,700,H
3699,7193,700,H
3700,7194,700,H
3701,7195,700,H
3702,7196,700,H
3703,7197,700,H
3704,7198,700,H
3705,7199,700,H
3706,7200,700,H
3707,7203,700,H
3708,7204,700,H
3709,7208,700,H
3710,7209,700,H
3711,7211,700,H
3712,7212,700,H
3713,7213,700,H
3714,7214,700,H
3715,7216,700,H
3716,7217,700,H
3717,7218,700,H
3718,7219,700,H
3719,7222,700,H
3720,7223,700,H
3721,7224,700,H
3722,7225,700,H
3723,7226,700,H
3724,7227,700,H
3725,7228,700,H
3726,7229,700,H
3727,7231,700,H
3728,7232,700,H
3729,7240,700,H
3730,7244,700,H
3731,7248,700,H
3732,7251,700,H
3733,7265,700,H
3734,7270,700,H
3735,7274,700,H
3736,7279,700,H
3737,7283,700,H
3738,7287,700,H
3739,7291,700,H
3740,7298,700,H
3741,7312,700,H
3742,7314,700,H
3743,7316,700,H
3744,7318,700,H
3745,7320,700,H
3746,7324,700,H
3747,7326,700,H
3748,7328,700,H
3749,7331,700,H
3750,7336,700,H
3751,7338,700,H
3752,7341,700,H
3753,7346,700,H
3754,7353,700,H
3755,7355,700,H
3756,7361,700,H
3757,7365,700,H
3758,7370,700,H
3759,7373,700,H
3760,7376,700,H
3761,7381,700,H
3762,7397,700,H
3763,7402,1100,L
3764,7410,700,H
3765,7412,700,H
3766,7416,700,H
3767,7419,700,H
3768,7423,700,H
3769,7426,700,H
3770,7430,700,H
3771,7432,700,H
3772,7435,700,H
3773,7436,700,H
3774,7440,700,H
3775,7443,700,H
3776,7446,700,H
3777,7451,700,H
3778,7457,700,H
3779,7461,700,H
3780,7464,700,H
3781,7468,700,H
3782,7472,700,H
3783,7480,700,H
3784,7483,700,H
3785,7485,1100,L
3786,7505,700,H
3787,7508,700,H
3788,7512,700,H
3789,7516,700,H
3790,7520,700,H
3791,7524,700,H
3792,7527,700,H
3793,7530,700,H
3794,7533,700,H
3795,7535,700,H
3796,7538,700,H
3797,7539,700,H
3798,7540,700,H
3799,7544,700,H
3800,7547,700,H
3801,7550,700,H
3802,7552,700,H
3803,7559,700,H
3804,7563,700,H
3805,7567,700,H
3806,7572,700,H
3807,7588,700,H
3808,7593,700,H
3809,7597,700,H
3810,7601,700,H
3811,7605,700,H
3812,7608,700,H
3813,7610,700,H
3814,7615,700,H
3815,7619,700,H
3816,7624,700,H
3817,7627,700,H
3818,7632,700,H
3819,7637,700,H
3820,7641,700,H
3821,7643,700,H
3822,7647,700,H
3823,7652,700,H
3824,7673,700,H
3825,7677,700,H
3826,7681,700,H
3827,7683,700,H
3828,7687,700,H
3829,7691,700,H
3830,7694,700,H
3831,7697,700,H
3832,7701,700,H
3833,7706,700,H
3834,7709,700,H
3835,7712,700,H
3836,7715,700,H
3837,7718,700,H
3838,7719,700,H
3839,7720,1100,L
3840,7721,700,H
3841,7722,700,H
3842,7723,1100,L
3843,7724,1100,L
3844,7725,700,H
3845,7726,1100,L
3846,7727,700,H
3847,7728,700,H
3848,7729,1100,L
3849,7731,1100,L
3850,7739,700,H
3851,7743,700,H
3852,7745,1100,L
3853,7749,700,H
3854,7753,1100,L
3855,7764,700,H
3856,7766,700,H
3857,7770,1100,L
3858,7774,700,H
3859,7777,700,H
3860,7781,700,H
3861,7785,700,H
3862,7789,700,H
3863,7793,700,H
3864,7798,700,H
3865,7802,700,H
3866,7803,700,H
3867,7804,1100,L
3868,7808,700,H
3869,7809,700,H
3870,7812,1100,L
3871,7815,700,H
3872,7817,700,H
3873,7818,1100,L
3874,7821,700,H
3875,7823,700,H
3876,7824,1100,L
3877,7828,700,H
3878,7831,1100,L
3879,7834,700,H
3880,7836,1100,L
3881,7839,700,H
3882,7841,1100,L
3883,7844,1100,L
3884,7847,700,H
3885,7849,1100,L
3886,7853,700,H
3887,7855,700,H
3888,7857,700,H
3889,7861,700,H
3890,7864,700,H
3891,7868,700,H
3892,7872,700,H
3893,7874,700,H
3894,7875,700,H
3895,7878,700,H
3896,7883,700,H
3897,7886,700,H
3898,7888,1100,L
3899,7898,700,H
3900,7902,700,H
3901,7907,1100,L
3902,7911,700,H
3903,7915,700,H
3904,7926,700,H
3905,7928,700,H
3906,7932,700,H
3907,7934,700,H
3908,7937,700,H
3909,7938,700,H
3910,7939,700,H
3911,7940,700,H
3912,7942,700,H
3913,7945,700,H
3914,7947,700,H
3915,7951,700,H
3916,7957,700,H
3917,7961,700,H
3918,7967,700,H
3919,7969,700,H
3920,7975,700,H
3921,7977,700,H
3922,7980,700,H
3923,7983,700,H
3924,7993,700,H
3925,7999,700,H
3926,8001,700,H
3927,8003,700,H
3928,8006,1100,L
3929,8009,700,H
3930,8014,700,H
3931,8017,700,H
3932,8019,700,H
3933,8022,700,H
3934,8023,700,H
3935,8024,700,H
3936,8026,700,H
3937,8028,700,H
3938,8032,700,H
3939,8036,700,H
3940,8040,700,H
3941,8044,700,H
3942,8048,700,H
3943,8053,700,H
3944,8064,700,H
3945,8069,700,H
3946,8070,700,H
3947,8072,700,H
3948,8074,700,H
3949,8080,700,H
3950,8082,700,H
3951,8085,700,H
3952,8088,700,H
3953,8090,700,H
3954,8092,700,H
3955,8105,700,H
3956,8113,700,H
3957,8116,700,H
3958,8120,700,H
3959,8131,700,H
3960,8135,700,H
3961,8151,700,H
3962,8153,700,H
3963,8158,700,H
3964,8159,700,H
3965,8161,700,H
3966,8166,700,H
3967,8169,700,H
3968,8173,700,H
3969,8175,1100,L
3970,8179,700,H
3971,8182,700,H
3972,8185,700,H
3973,8187,700,H
3974,8190,700,H
3975,8193,700,H
3976,8195,700,H
3977,8198,700,H
3978,8201,700,H
3979,8206,700,H
3980,8209,700,H
3981,8211,700,H
3982,8214,700,H
3983,8217,700,H
3984,8219,700,H
3985,8222,700,H
3986,8225,700,H
3987,8227,700,H
3988,8230,700,H
3989,8233,700,H
3990,8235,700,H
3991,8238,700,H
3992,8241,700,H
3993,8243,700,H
3994,8246,700,H
3995,8249,700,H
3996,8251,700,H
3997,8257,700,H
3998,8259,700,H
3999,8262,700,H
4000,8267,700,H
4001,8275,700,H
4002,8279,700,H
4003,8282,700,H
4004,8283,700,H
4005,8287,700,H
4006,8290,700,H
4007,8294,700,H
4008,8296,700,H
4009,8298,700,H
4010,8302,700,H
4011,8304,700,H
4012,8306,700,H
4013,8310,700,H
4014,8312,700,H
4015,8314,700,H
4016,8316,700,H
4017,8318,700,H
4018,8320,700,H
4019,8322,700,H
4020,8324,700,H
4021,8326,700,H
4022,8328,700,H
4023,8330,700,H
4024,8332,700,H
4025,8334,700,H
4026,8336,700,H
4027,8349,700,H
4028,8351,700,H
4029,8352,700,H
4030,8354,700,H
4031,8356,700,H
4032,8378,700,H
4033,8380,700,H
4034,8382,700,H
4035,8384,700,H
4036,8386,700,H
4037,8388,700,H
4038,8390,700,H
4039,8392,700,H
4040,8394,700,H
4041,8397,700,H
4042,8398,700,H
4043,8400,700,H
4044,8402,700,H
4045,8406,700,H
4046,8408,700,H
4047,8410,700,H
4048,8412,700,H
4049,8414,700,H
4050,8418,700,H
4051,8422,700,H
4052,8424,700,H
4053,8428,700,H
4054,8430,700,H
4055,8432,700,H
4056,8434,700,H
4057,8436,700,H
4058,8440,700,H
4059,8442,700,H
4060,8444,700,H
4061,8445,700,H
4062,8446,700,H
4063,8447,700,H
4064,8448,700,H
4065,8449,700,H
4066,8450,700,H
4067,8451,700,H
4068,8452,700,H
4069,8453,700,H
4070,8454,700,H
4071,8455,700,H
4072,8456,700,H
4073,8458,700,H
4074,8460,1100,L
4075,8462,700,H
4076,8464,1100,L
4077,8466,700,H
4078,8467,700,H
4079,8468,1100,L
4080,8470,700,H
4081,8471,700,H
4082,8472,700,H
4083,8473,700,H
4084,8474,700,H
4085,8475,700,H
4086,8476,700,H
4087,8478,700,H
4088,8479,1100,L
4089,8480,700,H
4090,8481,700,H
4091,8482,1100,L
4092,8483,700,H
4093,8484,700,H
4094,8485,700,H
4095,8486,700,H
4096,8487,700,H
4097,8488,700,H
4098,8490,700,H
4099,8492,700,H
4100,8494,700,H
4101,8496,700,H
4102,8498,700,H
4103,8500,700,H
4104,8502,700,H
4105,8504,700,H
4106,8506,1100,L
4107,8508,700,H
4108,8509,700,H
4109,8510,700,H
4110,8511,700,H
4111,8512,700,H
4112,8514,1100,L
4113,8515,700,H
4114,8516,700,H
4115,8517,700,H
4116,8518,700,H
4117,8519,700,H
4118,8520,1100,L
4119,8521,700,H
4120,8522,700,H
4121,8523,700,H
4122,8524,700,H
4123,8525,700,H
4124,8526,700,H
4125,8527,700,H
4126,8528,700,H
4127,8529,700,H
4128,8530,700,H
4129,8531,700,H
4130,8532,700,H
4131,8533,700,H
4132,8534,700,H
4133,8535,700,H
4134,8536,700,H
4135,8537,700,H
4136,8538,700,H
4137,8539,700,H
4138,8540,700,H
4139,8541,700,H
4140,8542,700,H
4141,8543,700,H
4142,8544,700,H
4143,8545,700,H
4144,8546,700,H
4145,8548,700,H
4146,8549,700,H
4147,8550,700,H
4148,8551,700,H
4149,8552,700,H
4150,8553,700,H
4151,8554,700,H
4152,8556,700,H
4153,8557,700,H
4154,8558,1100,L
4155,8560,700,H
4156,8562,1100,L
4157,8564,700,H
4158,8566,1100,L
4159,8568,700,H
4160,8570,700,H
4161,8572,1100,L
4162,8574,700,H
4163,8576,1100,L
4164,8578,700,H
4165,8580,1100,L
4166,8582,700,H
4167,8584,700,H
4168,8585,700,H
4169,8586,700,H
4170,8588,700,H
4171,8592,700,H
4172,8594,700,H
4173,8596,700,H
4174,8598,700,H
4175,8599,700,H
4176,8600,700,H
4177,8601,700,H
4178,8602,700,H
4179,8604,700,H
4180,8605,700,H
4181,8606,700,H
4182,8608,700,H
4183,8612,700,H
4184,8614,700,H
4185,8616,700,H
4186,8618,700,H
4187,8620,700,H
4188,8622,700,H
4189,8623,700,H
4190,8624,700,H
4191,8625,700,H
4192,8627,700,H
4193,8628,700,H
4194,8630,700,H
4195,8631,700,H
4196,8632,700,H
4197,8633,700,H
4198,8634,700,H
4199,8636,700,H
4200,8638,1100,L
4201,8640,700,H
4202,8642,1100,L
4203,8644,700,H
4204,8646,1100,L
4205,8648,700,H
4206,8650,1100,L
4207,8652,700,H
4208,8654,1100,L
4209,8655,700,H
4210,8656,700,H
4211,8657,700,H
4212,8658,700,H
4213,8659,1100,L
4214,8660,700,H
4215,8661,1100,L
4216,8662,700,H
4217,8663,1100,L
4218,8664,700,H
4219,8665,1100,L
4220,8666,700,H
4221,8667,1100,L
4222,8668,700,H
4223,8669,1100,L
4224,8670,700,H
4225,8671,1100,L
4226,8672,700,H
4227,8673,1100,L
4228,8674,700,H
4229,8675,700,H
4230,8676,700,H
4231,8677,700,H
4232,8678,700,H
4233,8679,700,H
4234,8680,700,H
4235,8681,700,H
4236,8682,700,H
4237,8683,700,H
4238,8684,700,H
4239,8685,700,H
4240,8686,700,H
4241,8687,700,H
4242,8688,700,H
4243,8689,700,H
4244,8690,700,H
4245,8691,700,H
4246,8692,700,H
4247,8693,700,H
4248,8694,700,H
4249,8695,700,H
4250,8696,700,H
4251,8697,700,H
4252,8698,700,H
4253,8699,700,H
4254,8700,1100,L
4255,8701,1100,L
4256,8702,1100,L
4257,8703,1100,L
4258,8704,1100,L
4259,8705,1100,L
4260,8706,1100,L
4261,8707,1100,L
4262,8708,1100,L
4263,8710,1100,L
4264,8711,1100,L
4265,8712,600,G
4266,8713,600,G
4267,8714,1100,L
4268,8715,1100,L
4269,8716,600,G
4270,8717,600,G
4271,8718,1100,L
4272,8719,1100,L
4273,8720,600,G
4274,8721,600,G
4275,8722,1100,L
4276,8723,600,G
4277,8724,600,G
4278,8725,1100,L
4279,8726,1100,L
4280,8727,600,G
4281,8728,600,G
4282,8730,600,G
4283,8731,600,G
4284,8732,600,G
4285,8733,600,G
4286,8734,600,G
4287,8735,600,G
4288,8736,600,G
4289,8737,600,G
4290,8738,600,G
4291,8739,600,G
4292,8740,600,G
4293,8741,600,G
4294,8742,600,G
4295,8743,600,G
4296,8744,600,G
4297,8745,600,G
4298,8746,600,G
4299,8747,600,G
4300,8748,600,G
4301,8749,600,G
4302,8750,600,G
4303,8751,600,G
4304,8752,600,G
4305,8753,600,G
4306,8754,600,G
4307,8755,600,G
4308,8756,600,G
4309,8757,600,G
4310,8758,600,G
4311,8759,600,G
4312,8760,600,G
4313,8761,600,G
4314,8762,600,G
4315,8763,600,G
4316,8764,600,G
4317,8765,600,G
4318,8766,600,G
4319,8767,600,G
4320,8768,600,G
4321,8769,600,G
4322,8770,600,G
4323,8771,600,G
4324,8772,600,G
4325,8773,600,G
4326,8774,600,G
4327,8775,600,G
4328,8776,600,G
4329,8777,600,G
4330,8778,600,G
4331,8779,600,G
4332,8780,600,G
4333,8781,600,G
4334,8782,600,G
4335,8783,600,G
4336,8784,600,G
4337,8785,600,G
4338,8786,600,G
4339,8787,600,G
4340,8788,600,G
4341,8789,600,G
4342,8790,600,G
4343,8791,600,G
4344,8792,600,G
4345,8793,600,G
4346,8794,600,G
4347,8795,600,G
4348,8796,600,G
4349,8797,600,G
4350,8798,600,G
4351,8799,600,G
4352,8800,600,G
4353,8801,600,G
4354,8802,600,G
4355,8803,600,G
4356,8804,600,G
4357,8805,600,G
4358,8807,600,G
4359,8808,600,G
4360,8809,600,G
4361,8810,600,G
4362,8811,600,G
4363,8812,600,G
4364,8813,600,G
4365,8814,600,G
4366,8815,600,G
4367,8816,600,G
4368,8817,600,G
4369,8818,600,G
4370,8819,600,G
4371,8820,600,G
4372,8821,600,G
4373,8822,600,G
4374,8823,600,G
4375,8824,600,G
4376,8825,600,G
4377,8826,600,G
4378,8827,600,G
4379,8828,600,G
4380,8829,600,G
4381,8830,600,G
4382,8831,600,G
4383,8832,600,G
4384,8833,600,G
4385,8834,600,G
4386,8835,600,G
4387,8836,600,G
4388,8837,600,G
4389,8838,600,G
4390,8839,600,G
4391,8840,600,G
4392,8841,600,G
4393,8842,600,G
4394,8843,600,G
4395,8844,600,G
4396,8845,600,G
4397,8846,600,G
4398,8847,600,G
4399,8848,600,G
4400,8849,600,G
4401,8850,1000,K
4402,8851,600,G
4403,8852,600,G
4404,8853,600,G
4405,8854,600,G
4406,8855,600,G
4407,8856,600,G
4408,8857,600,G
4409,8858,600,G
4410,8859,600,G
4411,8860,600,G
4412,8861,600,G
4413,8862,600,G
4414,8863,600,G
4415,8864,600,G
4416,8865,600,G
4417,8866,600,G
4418,8867,600,G
4419,8868,600,G
4420,8869,600,G
4421,8870,600,G
4422,8871,600,G
4423,8872,600,G
4424,8873,600,G
4425,8874,600,G
4426,8875,1000,K
4427,8878,1000,K
4428,8880,1000,K
4429,8882,1000,K
4430,8884,1000,K
4431,8886,1000,K
4432,8901,1100,L
4433,8902,1100,L
4434,8903,1100,L
4435,8905,1100,L
4436,8906,1100,L
4437,8907,1100,L
4438,8908,1100,L
4439,8909,1100,L
4440,8914,1100,L
4441,8915,1100,L
4442,8917,1100,L
4443,8918,1100,L
4444,8919,1100,L
4445,8922,1100,L
4446,8923,1100,L
4447,8924,1100,L
4448,8925,1100,L
4449,8928,1100,L
4450,8931,1100,L
4451,8932,1100,L
4452,8933,1100,L
4453,8936,1100,L
4454,8937,1100,L
4455,8938,1100,L
4456,8939,1100,L
4457,8940,1100,L
4458,8941,1100,L
4459,8945,1100,L
4460,8946,1100,L
4461,8947,1100,L
4462,8948,1100,L
4463,8960,1100,L
4464,8961,1100,L
4465,8962,1100,L
4466,8963,1100,L
4467,8964,1100,L
4468,8965,1100,L
4469,8966,1100,L
4470,8971,1100,L
4471,8972,1100,L
4472,8973,1100,L
4473,8974,1100,L
4474,8975,1100,L
4475,8976,1100,L
4476,8980,1100,L
4477,8982,1100,L
4478,8984,1100,L
4479,8986,1100,L
4480,8988,1100,L
4481,8990,1100,L
4482,9011,300,D
4483,9021,400,E
4484,9022,400,E
4485,9023,400,E
4486,9024,400,E
4487,9025,400,E
4488,9026,400,E
4489,9027,400,E
4490,9028,400,E
4491,9029,400,E
4492,9030,400,E
4493,9031,400,E
4494,9032,400,E
4495,9033,400,E
4496,9034,400,E
4497,9035,400,E
4498,9036,400,E
4499,9037,400,E
4500,9038,400,E
4501,9039,400,E
4502,9040,400,E
4503,9041,400,E
4504,9042,400,E
4505,9061,1100,L
4506,9062,1100,L
4507,9063,1100,L
4508,9065,1100,L
4509,9066,600,G
4510,9067,1100,L
4511,9341,600,G
4512,9342,600,G
4513,9343,600,G
4514,9344,600,G
4515,9381,1000,K
4516,9382,1000,K
4517,9383,1000,K
4518,9384,1000,K
4519,9385,1000,K
4520,9386,1000,K
4521,9387,1000,K
4522,9388,1000,K
4523,9389,1000,K
4524,9390,1000,K
4525,9391,1000,K
4526,9392,1000,K
4527,9401,700,H
4528,9402,700,H
4529,9403,700,H
4530,9404,700,H
4531,9405,700,H
4532,9406,700,H
4533,9407,700,H
4534,9408,700,H
4535,9409,700,H
4536,9410,1100,L
4537,9411,1100,L
4538,9412,1100,L
4539,9413,1100,L
4540,9414,1100,L
4541,9415,700,H
4542,9416,700,H
4543,9417,700,H
4544,9418,700,H
4545,9419,700,H
4546,9420,700,H
4547,9421,700,H
4548,9422,700,H
4549,9423,700,H
4550,9424,700,H
4551,9425,700,H
4552,9426,700,H
4553,9427,700,H
4554,9428,700,H
4555,9429,700,H
4556,9430,700,H
4557,9431,700,H
4558,9432,700,H
4559,9433,700,H
4560,9434,700,H
4561,9435,700,H
4562,9436,1100,L
4563,9437,1100,L
4564,9438,700,H
4565,9439,1100,L
4566,9441,700,H
4567,9442,700,H
4568,9443,700,H
4569,9444,700,H
4570,9445,700,H
4571,9446,700,H
4572,9447,700,H
4573,9448,700,H
4574,9449,700,H
4575,9450,1100,L
4576,9451,1100,L
4577,9452,1100,L
4578,9453,1100,L
4579,9454,1100,L
4580,9455,1100,L
4581,9456,1100,L
4582,9457,1100,L
4583,9458,700,H
4584,9459,1100,L
4585,9460,1100,L
4586,9461,1100,L
4587,9462,1100,L
4588,9463,1100,L
4589,9464,1100,L
4590,9465,1100,L
4591,9466,1100,L
4592,9467,1100,L
4593,9468,1100,L
4594,9469,1100,L
4595,9470,1100,L
4596,9471,1100,L
4597,9472,1100,L
4598,9473,1100,L
4599,9474,1100,L
4600,9475,1100,L
4601,9476,700,H
4602,9477,700,H
4603,9478,700,H
4604,10801,200,C
4605,10802,200,C
4606,10803,200,C
4607,10804,200,C
4608,10805,200,C
4609,10806,200,C
4610,10807,200,C
4611,10808,200,C
4612,10809,200,C
4613,10815,200,C
4614,10816,200,C
4615,10900,900,J
4616,10901,900,J
4617,10902,900,J
4618,10903,900,J
4619,10904,900,J
4620,10905,900,J
4621,10906,900,J
4622,10907,900,J
4623,10908,900,J
4624,10909,900,J
4625,10910,900,J
4626,10911,900,J
4627,10912,900,J
