,ITEM,BTOS (Heirarchy order),BTOS
6747,32159,700,H
6748,32162,700,H
6749,32165,700,H
6750,32166,700,H
6751,32168,700,H
6752,32171,700,H
6753,32174,700,H
6754,32175,700,H
6755,32177,700,H
6756,32180,700,H
6757,32183,700,H
6758,32186,700,H
6759,32200,700,H
6760,32203,700,H
6761,32206,700,H
6762,32209,700,H
6763,32210,700,H
6764,32212,700,H
6765,32213,700,H
6766,32214,700,H
6767,32215,700,H
6768,32216,700,H
6769,32217,700,H
6770,32218,700,H
6771,32220,700,H
6772,32221,700,H
6773,32500,700,H
6774,32501,700,H
6775,32503,700,H
6776,32504,700,H
6777,32505,700,H
6778,32506,700,H
6779,32507,700,H
6780,32508,700,H
6781,32509,700,H
6782,32511,700,H
6783,32512,700,H
6784,32514,700,H
6785,32515,700,H
6786,32517,700,H
6787,32518,700,H
6788,32520,700,H
6789,32521,700,H
6790,32522,700,H
6791,32523,700,H
6792,32524,700,H
6793,32526,700,H
6794,32527,700,H
6795,32530,700,H
6796,32700,700,H
6797,32703,700,H
6798,32706,700,H
6799,32708,700,H
6800,32709,700,H
6801,32710,700,H
6802,32711,700,H
6803,32712,700,H
6804,32715,700,H
6805,32718,700,H
6806,32721,700,H
6807,32724,700,H
6808,32727,700,H
6809,32730,700,H
6810,32733,700,H
6811,32736,700,H
6812,32739,700,H
6813,32742,700,H
6814,32745,700,H
6815,32748,700,H
6816,32751,700,H
6817,32754,700,H
6818,32757,700,H
6819,32760,700,H
6820,32763,700,H
6821,32766,700,H
6822,32769,700,H
6823,33050,700,H
6824,33055,700,H
6825,33070,700,H
6826,33075,700,H
6827,33080,700,H
6828,33100,700,H
6829,33103,700,H
6830,33106,700,H
6831,33109,700,H
6832,33112,700,H
6833,33115,700,H
6834,33116,700,H
6835,33118,700,H
6836,33119,700,H
6837,33121,700,H
6838,33124,700,H
6839,33127,700,H
6840,33130,700,H
6841,33133,700,H
6842,33136,700,H
6843,33139,700,H
6844,33142,700,H
6845,33145,700,H
6846,33148,700,H
6847,33151,700,H
6848,33154,700,H
6849,33157,700,H
6850,33160,700,H
6851,33163,700,H
6852,33166,700,H
6853,33169,700,H
6854,33172,700,H
6855,33175,700,H
6856,33178,700,H
6857,33181,700,H
6858,33500,700,H
6859,33503,700,H
6860,33506,700,H
6861,33509,700,H
6862,33512,700,H
6863,33515,700,H
6864,33518,700,H
6865,33521,700,H
6866,33524,700,H
6867,33527,700,H
6868,33530,700,H
6869,33533,700,H
6870,33536,700,H
6871,33539,700,H
6872,33542,700,H
6873,33545,700,H
6874,33548,700,H
6875,33551,700,H
6876,33554,700,H
6877,33800,700,H
6878,33803,700,H
6879,33806,700,H
6880,33809,700,H
6881,33810,700,H
6882,33811,700,H
6883,33812,700,H
6884,33815,700,H
6885,33818,700,H
6886,33821,700,H
6887,33824,700,H
6888,33827,700,H
6889,33830,700,H
6890,33833,700,H
6891,33836,700,H
6892,33839,700,H
6893,33842,700,H
6894,33845,700,H
6895,33848,700,H
6896,34100,700,H
6897,34103,700,H
6898,34106,700,H
6899,34109,700,H
6900,34112,700,H
6901,34115,700,H
6902,34118,700,H
6903,34121,700,H
6904,34124,700,H
6905,34127,700,H
6906,34130,700,H
6907,34133,700,H
6908,34136,700,H
6909,34139,700,H
6910,34142,700,H
6911,34145,700,H
6912,34148,700,H
6913,34151,700,H
6914,34154,700,H
6915,34157,700,H
6916,34160,700,H
6917,34163,700,H
6918,34166,700,H
6919,34169,700,H
6920,34172,700,H
6921,34175,700,H
6922,34500,700,H
6923,34503,700,H
6924,34506,700,H
6925,34509,700,H
6926,34512,700,H
6927,34515,700,H
6928,34518,700,H
6929,34521,700,H
6930,34524,700,H
6931,34527,700,H
6932,34528,700,H
6933,34529,700,H
6934,34530,700,H
6935,34533,700,H
6936,34534,700,H
6937,34538,700,H
6938,34539,700,H
6939,34540,700,H
6940,34700,700,H
6941,34703,700,H
6942,34800,700,H
6943,34803,700,H
6944,34806,700,H
6945,34809,700,H
6946,34812,700,H
6947,34815,700,H
6948,34818,700,H
6949,34821,700,H
6950,34824,700,H
6951,34827,700,H
6952,34830,700,H
6953,34833,700,H
6954,34836,700,H
6955,35000,700,H
6956,35003,700,H
6957,35006,700,H
6958,35009,700,H
6959,35012,700,H
6960,35100,700,H
6961,35103,700,H
6962,35200,700,H
6963,35202,700,H
6964,35203,700,H
6965,35206,700,H
6966,35300,700,H
6967,35303,700,H
6968,35304,700,H
6969,35305,700,H
6970,35306,700,H
6971,35307,700,H
6972,35309,700,H
6973,35310,700,H
6974,35312,700,H
6975,35315,700,H
6976,35317,700,H
6977,35318,700,H
6978,35319,700,H
6979,35320,700,H
6980,35321,700,H
6981,35324,700,H
6982,35327,700,H
6983,35330,700,H
6984,35331,700,H
6985,35335,700,H
6986,35338,700,H
6987,35341,700,H
6988,35344,700,H
6989,35347,700,H
6990,35350,700,H
6991,35353,700,H
6992,35356,700,H
6993,35360,700,H
6994,35361,700,H
6995,35362,700,H
6996,35363,700,H
6997,35400,700,H
6998,35402,700,H
6999,35404,700,H
7000,35406,700,H
7001,35408,700,H
7002,35410,700,H
7003,35412,700,H
7004,35414,700,H
7005,35500,700,H
7006,35502,700,H
7007,35503,700,H
7008,35506,700,H
7009,35507,700,H
7010,35508,700,H
7011,35509,700,H
7012,35512,700,H
7013,35513,700,H
7014,35516,700,H
7015,35517,700,H
7016,35518,700,H
7017,35520,700,H
7018,35523,700,H
7019,35526,700,H
7020,35527,700,H
7021,35530,700,H
7022,35533,700,H
7023,35534,700,H
7024,35536,700,H
7025,35539,700,H
7026,35542,700,H
7027,35545,700,H
7028,35548,700,H
7029,35551,700,H
7030,35554,700,H
7031,35557,700,H
7032,35560,700,H
7033,35561,700,H
7034,35562,700,H
7035,35563,700,H
7036,35564,700,H
7037,35565,700,H
7038,35566,700,H
7039,35567,700,H
7040,35568,700,H
7041,35569,700,H
7042,35570,700,H
7043,35571,700,H
7044,35572,700,H
7045,35573,700,H
7046,35575,700,H
7047,35576,700,H
7048,35577,700,H
7049,35578,700,H
7050,35579,700,H
7051,35580,700,H
7052,35583,700,H
7053,35584,700,H
7054,35587,700,H
7055,35590,700,H
7056,35593,700,H
7057,35595,700,H
7058,35596,700,H
7059,35597,700,H
7060,35599,700,H
7061,35600,700,H
7062,35602,700,H
7063,35605,700,H
7064,35608,700,H
7065,35611,700,H
7066,35612,700,H
7067,35613,700,H
7068,35614,700,H
7069,35615,700,H
7070,35616,700,H
7071,35617,700,H
7072,35618,700,H
7073,35619,700,H
7074,35620,700,H
7075,35621,700,H
7076,35622,700,H
7077,35623,700,H
7078,35624,700,H
7079,35625,700,H
7080,35626,700,H
7081,35627,700,H
7082,35630,700,H
7083,35633,700,H
7084,35634,700,H
7085,35635,700,H
7086,35636,700,H
7087,35637,700,H
7088,35638,700,H
7089,35639,700,H
7090,35640,700,H
7091,35641,700,H
7092,35643,700,H
7093,35644,700,H
7094,35645,700,H
7095,35646,700,H
7096,35647,700,H
7097,35648,700,H
7098,35649,700,H
7099,35652,700,H
7100,35653,700,H
7101,35656,700,H
7102,35657,700,H
7103,35658,700,H
7104,35660,700,H
7105,35661,700,H
7106,35664,700,H
7107,35667,700,H
7108,35670,700,H
7109,35673,700,H
7110,35674,700,H
7111,35676,700,H
7112,35677,700,H
7113,35678,700,H
7114,35680,700,H
7115,35683,700,H
7116,35684,700,H
7117,35687,700,H
7118,35688,700,H
7119,35691,700,H
7120,35694,700,H
7121,35697,700,H
7122,35700,700,H
7123,35703,700,H
7124,35706,700,H
7125,35709,700,H
7126,35710,700,H
7127,35712,700,H
7128,35713,700,H
7129,35716,700,H
7130,35717,700,H
7131,35720,700,H
7132,35723,700,H
7133,35726,700,H
7134,35729,700,H
7135,35730,700,H
7136,35750,700,H
7137,35753,700,H
7138,35754,700,H
7139,35756,700,H
7140,35759,700,H
7141,36500,700,H
7142,36502,700,H
7143,36503,700,H
7144,36506,700,H
7145,36509,700,H
7146,36512,700,H
7147,36515,700,H
7148,36516,700,H
7149,36519,700,H
7150,36522,700,H
7151,36525,700,H
7152,36526,700,H
7153,36527,700,H
7154,36528,700,H
7155,36529,700,H
7156,36531,700,H
7157,36532,700,H
7158,36533,700,H
7159,36534,700,H
7160,36537,700,H
7161,36540,700,H
7162,36543,700,H
7163,36546,700,H
7164,36549,700,H
7165,36552,700,H
7166,36555,700,H
7167,36558,700,H
7168,36561,700,H
7169,36564,700,H
7170,36567,700,H
7171,36570,700,H
7172,36573,700,H
7173,36576,700,H
7174,36579,700,H
7175,36582,700,H
7176,36585,700,H
7177,36588,700,H
7178,36591,700,H
7179,36594,700,H
7180,36597,700,H
7181,36600,700,H
7182,36603,700,H
7183,36604,700,H
7184,36605,700,H
7185,36606,700,H
7186,36607,700,H
7187,36608,700,H
7188,36609,700,H
7189,36612,700,H
7190,36615,700,H
7191,36618,700,H
7192,36621,700,H
7193,36624,700,H
7194,36627,700,H
7195,36630,700,H
7196,36633,700,H
7197,36636,700,H
7198,36639,700,H
7199,36642,700,H
7200,36645,700,H
7201,36648,700,H
7202,36649,700,H
7203,36650,700,H
7204,36652,700,H
7205,36654,700,H
7206,36656,700,H
7207,36657,700,H
7208,36658,700,H
7209,36660,700,H
7210,36662,700,H
7211,36663,700,H
7212,36664,700,H
7213,36665,700,H
7214,36666,700,H
7215,36667,700,H
7216,36668,700,H
7217,36800,700,H
7218,36803,700,H
7219,36806,700,H
7220,36809,700,H
7221,36811,700,H
7222,36812,700,H
7223,36815,700,H
7224,36818,700,H
7225,36821,700,H
7226,36824,700,H
7227,36825,700,H
7228,36827,700,H
7229,36830,700,H
7230,36833,700,H
7231,36836,700,H
7232,36839,700,H
7233,36840,700,H
7234,36842,700,H
7235,36845,700,H
7236,36848,700,H
7237,36851,700,H
7238,36854,700,H
7239,36857,700,H
7240,36860,700,H
7241,36863,700,H
7242,37000,700,H
7243,37003,700,H
7244,37004,700,H
7245,37007,700,H
7246,37008,700,H
7247,37011,700,H
7248,37014,700,H
7249,37017,700,H
7250,37020,700,H
7251,37023,700,H
7252,37026,700,H
7253,37029,700,H
7254,37032,700,H
7255,37035,700,H
7256,37038,700,H
7257,37040,700,H
7258,37041,700,H
7259,37042,700,H
7260,37043,700,H
7261,37044,700,H
7262,37045,700,H
7263,37047,700,H
7264,37050,700,H
7265,37053,700,H
7266,37200,700,H
7267,37201,700,H
7268,37202,700,H
7269,37203,700,H
7270,37206,700,H
7271,37207,700,H
7272,37208,700,H
7273,37209,700,H
7274,37210,700,H
7275,37211,700,H
7276,37212,700,H
7277,37215,700,H
7278,37217,700,H
7279,37218,700,H
7280,37219,700,H
7281,37220,700,H
7282,37221,700,H
7283,37222,700,H
7284,37223,700,H
7285,37224,700,H
7286,37225,700,H
7287,37227,700,H
7288,37230,700,H
7289,37233,700,H
7290,37245,700,H
7291,37300,700,H
7292,37303,700,H
7293,37306,700,H
7294,37309,700,H
7295,37312,700,H
7296,37315,700,H
7297,37318,700,H
7298,37321,700,H
7299,37324,700,H
7300,37327,700,H
7301,37330,700,H
7302,37333,700,H
7303,37336,700,H
7304,37338,700,H
7305,37339,700,H
7306,37340,700,H
7307,37341,700,H
7308,37342,700,H
7309,37343,700,H
7310,37345,700,H
7311,37348,700,H
7312,37351,700,H
7313,37354,700,H
7314,37357,700,H
7315,37360,700,H
7316,37363,700,H
7317,37366,700,H
7318,37369,700,H
7319,37372,700,H
7320,37375,700,H
7321,37378,700,H
7322,37381,700,H
7323,37384,700,H
7324,37387,700,H
7325,37390,700,H
7326,37393,700,H
7327,37396,700,H
7328,37399,700,H
7329,37402,700,H
7330,37405,700,H
7331,37408,700,H
7332,37411,700,H
7333,37414,700,H
7334,37415,700,H
7335,37417,700,H
7336,37418,700,H
7337,37420,700,H
7338,37423,700,H
7339,37426,700,H
7340,37429,700,H
7341,37432,700,H
7342,37435,700,H
7343,37438,700,H
7344,37441,700,H
7345,37444,700,H
7346,37600,700,H
7347,37601,700,H
7348,37604,700,H
7349,37605,700,H
7350,37606,700,H
7351,37607,700,H
7352,37610,700,H
7353,37613,700,H
7354,37616,700,H
7355,37619,700,H
7356,37622,700,H
7357,37623,700,H
7358,37800,700,H
7359,37801,700,H
7360,37803,700,H
7361,37804,700,H
7362,37806,700,H
7363,37807,700,H
7364,37809,700,H
7365,37810,700,H
7366,37812,700,H
7367,37813,700,H
7368,37815,700,H
7369,37816,700,H
7370,37818,700,H
7371,37819,700,H
7372,37821,700,H
7373,37822,700,H
7374,37824,700,H
7375,37825,700,H
7376,37827,700,H
7377,37828,700,H
7378,37830,700,H
7379,37831,700,H
7380,37833,700,H
7381,37834,700,H
7382,37836,700,H
7383,37839,700,H
7384,37842,700,H
7385,37845,700,H
7386,37848,700,H
7387,37851,700,H
7388,37854,700,H
7389,38200,700,H
7390,38203,700,H
7391,38206,700,H
7392,38209,700,H
7393,38212,700,H
7394,38213,700,H
7395,38215,700,H
7396,38218,700,H
7397,38220,700,H
7398,38221,700,H
7399,38222,700,H
7400,38224,700,H
7401,38225,700,H
7402,38227,700,H
7403,38228,700,H
7404,38230,700,H
7405,38231,700,H
7406,38233,700,H
7407,38234,700,H
7408,38236,700,H
7409,38237,700,H
7410,38239,700,H
7411,38240,700,H
7412,38241,700,H
7413,38242,700,H
7414,38243,700,H
7415,38245,700,H
7416,38246,700,H
7417,38250,700,H
7418,38253,700,H
7419,38256,700,H
7420,38259,700,H
7421,38270,700,H
7422,38272,700,H
7423,38273,700,H
7424,38274,700,H
7425,38275,700,H
7426,38276,700,H
7427,38278,700,H
7428,38281,700,H
7429,38284,700,H
7430,38285,700,H
7431,38286,700,H
7432,38287,700,H
7433,38290,700,H
7434,38293,700,H
7435,38300,700,H
7436,38303,700,H
7437,38306,700,H
7438,38309,700,H
7439,38312,700,H
7440,38315,700,H
7441,38318,700,H
7442,38321,700,H
7443,38324,700,H
7444,38327,700,H
7445,38330,700,H
7446,38350,700,H
7447,38353,700,H
7448,38356,700,H
7449,38358,700,H
7450,38359,700,H
7451,38362,700,H
7452,38365,700,H
7453,38368,700,H
7454,38371,700,H
7455,38384,700,H
7456,38387,700,H
7457,38390,700,H
7458,38393,700,H
7459,38400,700,H
7460,38403,700,H
7461,38406,700,H
7462,38409,700,H
7463,38410,700,H
7464,38412,700,H
7465,38415,700,H
7466,38418,700,H
7467,38421,700,H
7468,38424,700,H
7469,38427,700,H
7470,38430,700,H
7471,38432,700,H
7472,38433,700,H
7473,38434,700,H
7474,38436,700,H
7475,38438,700,H
7476,38439,700,H
7477,38440,700,H
7478,38441,700,H
7479,38442,700,H
7480,38445,700,H
7481,38446,700,H
7482,38447,700,H
7483,38448,700,H
7484,38449,700,H
7485,38450,700,H
7486,38451,700,H
7487,38452,700,H
7488,38453,700,H
7489,38454,700,H
7490,38455,700,H
7491,38456,700,H
7492,38457,700,H
7493,38458,700,H
7494,38460,700,H
7495,38462,700,H
7496,38464,700,H
7497,38466,700,H
7498,38468,700,H
7499,38469,700,H
7500,38470,700,H
7501,38473,700,H
7502,38475,700,H
7503,38476,700,H
7504,38477,700,H
7505,38478,700,H
7506,38479,700,H
7507,38480,700,H
7508,38481,700,H
7509,38482,700,H
7510,38483,700,H
7511,38485,700,H
7512,38486,700,H
7513,38487,700,H
7514,38488,700,H
7515,38489,700,H
7516,38490,700,H
7517,38491,700,H
7518,38492,700,H
7519,38493,700,H
7520,38494,700,H
7521,38495,700,H
7522,38496,700,H
7523,38497,700,H
7524,38498,700,H
7525,38500,700,H
7526,38501,700,H
7527,38503,700,H
7528,38504,700,H
7529,38505,700,H
7530,38506,700,H
7531,38507,700,H
7532,38508,700,H
7533,38509,700,H
7534,38512,700,H
7535,38515,700,H
7536,38518,700,H
7537,38521,700,H
7538,38524,700,H
7539,38530,700,H
7540,38533,700,H
7541,38536,700,H
7542,38550,700,H
7543,38553,700,H
7544,38556,700,H
7545,38559,700,H
7546,38562,700,H
7547,38565,700,H
7548,38568,700,H
7549,38571,700,H
7550,38572,700,H
7551,38573,700,H
7552,38574,700,H
7553,38577,700,H
7554,38588,700,H
7555,38600,700,H
7556,38603,700,H
7557,38606,700,H
7558,38609,700,H
7559,38612,700,H
7560,38613,700,H
7561,38615,700,H
7562,38618,700,H
7563,38621,700,H
7564,38624,700,H
7565,38627,700,H
7566,38637,700,H
7567,38640,700,H
7568,38643,700,H
7569,38647,700,H
7570,38650,700,H
7571,38653,700,H
7572,38654,700,H
7573,38656,700,H
7574,38659,700,H
7575,38662,700,H
7576,38670,700,H
7577,38673,700,H
7578,38677,700,H
7579,38680,700,H
7580,38700,700,H
7581,38703,700,H
7582,38706,700,H
7583,38709,700,H
7584,38712,700,H
7585,38715,700,H
7586,38718,700,H
7587,38721,700,H
7588,38724,700,H
7589,38727,700,H
7590,38730,700,H
7591,38733,700,H
7592,38736,700,H
7593,38739,700,H
7594,38742,700,H
7595,38743,700,H
7596,38745,700,H
7597,38748,700,H
7598,38751,700,H
7599,38754,700,H
7600,38757,700,H
7601,38760,700,H
7602,38763,700,H
7603,38766,700,H
7604,38800,700,H
7605,38803,700,H
7606,38806,700,H
7607,38809,700,H
7608,38812,700,H
7609,39000,700,H
7610,39003,700,H
7611,39006,700,H
7612,39009,700,H
7613,39012,700,H
7614,39013,700,H
7615,39015,700,H
7616,39018,700,H
7617,39100,700,H
7618,39103,700,H
7619,39106,700,H
7620,39109,700,H
7621,39112,700,H
7622,39115,700,H
7623,39118,700,H
7624,39121,700,H
7625,39124,700,H
7626,39125,700,H
7627,39126,700,H
7628,39127,700,H
7629,39128,700,H
7630,39130,700,H
7631,39131,700,H
7632,39133,700,H
7633,39134,700,H
7634,39135,700,H
7635,39136,700,H
7636,39137,700,H
7637,39138,700,H
7638,39139,700,H
7639,39140,700,H
7640,39300,700,H
7641,39303,700,H
7642,39306,700,H
7643,39309,700,H
7644,39312,700,H
7645,39315,700,H
7646,39318,700,H
7647,39321,700,H
7648,39323,700,H
7649,39324,700,H
7650,39327,700,H
7651,39330,700,H
7652,39331,700,H
7653,39333,700,H
7654,39500,700,H
7655,39503,700,H
7656,39600,700,H
7657,39603,700,H
7658,39606,700,H
7659,39609,700,H
7660,39612,700,H
7661,39615,700,H
7662,39640,700,H
7663,39642,700,H
7664,39644,700,H
7665,39646,700,H
7666,39648,700,H
7667,39650,700,H
7668,39652,700,H
7669,39653,700,H
7670,39654,700,H
7671,39656,700,H
7672,39658,700,H
7673,39660,700,H
7674,39662,700,H
7675,39700,700,H
7676,39703,700,H
7677,39706,700,H
7678,39709,700,H
7679,39712,700,H
7680,39715,700,H
7681,39718,700,H
7682,39721,700,H
7683,39800,700,H
7684,39803,700,H
7685,39806,700,H
7686,39809,700,H
7687,39812,700,H
7688,39815,700,H
7689,39818,700,H
7690,39821,700,H
7691,39900,700,H
7692,39903,700,H
7693,39906,700,H
7694,40000,700,H
7695,40003,700,H
7696,40006,700,H
7697,40009,700,H
7698,40012,700,H
7699,40015,700,H
7700,40018,700,H
7701,40100,700,H
7702,40103,700,H
7703,40106,700,H
7704,40109,700,H
7705,40112,700,H
7706,40115,700,H
7707,40118,700,H
7708,40300,700,H
7709,40301,700,H
7710,40303,700,H
7711,40306,700,H
7712,40309,700,H
7713,40312,700,H
7714,40315,700,H
7715,40316,700,H
7716,40318,700,H
7717,40321,700,H
7718,40324,700,H
7719,40327,700,H
7720,40330,700,H
7721,40331,700,H
7722,40332,700,H
7723,40333,700,H
7724,40334,700,H
7725,40335,700,H
7726,40336,700,H
7727,40339,700,H
7728,40342,700,H
7729,40345,700,H
7730,40348,700,H
7731,40351,700,H
7732,40600,700,H
7733,40700,700,H
7734,40701,700,H
7735,40702,700,H
7736,40703,700,H
7737,40704,700,H
7738,40705,700,H
7739,40706,700,H
7740,40707,700,H
7741,40708,700,H
7742,40709,700,H
7743,40712,700,H
7744,40800,700,H
7745,40801,700,H
7746,40803,700,H
7747,40850,700,H
7748,40851,700,H
7749,40852,700,H
7750,40854,700,H
7751,40856,700,H
7752,40858,700,H
7753,40860,700,H
7754,40862,700,H
7755,40900,700,H
7756,40903,700,H
7757,40905,700,H
7758,41500,700,H
7759,41503,700,H
7760,41506,700,H
7761,41509,700,H
7762,41512,700,H
7763,41515,700,H
7764,41518,700,H
7765,41521,700,H
7766,41524,700,H
7767,41527,700,H
7768,41530,700,H
7769,41533,700,H
7770,41536,700,H
7771,41539,700,H
7772,41542,700,H
7773,41545,700,H
7774,41548,700,H
7775,41551,700,H
7776,41554,700,H
7777,41557,700,H
7778,41560,700,H
7779,41563,700,H
7780,41564,700,H
7781,41566,700,H
7782,41569,700,H
7783,41572,700,H
7784,41575,700,H
7785,41576,700,H
7786,41578,700,H
7787,41579,700,H
7788,41581,700,H
7789,41584,700,H
7790,41587,700,H
7791,41590,700,H
7792,41593,700,H
7793,41596,700,H
7794,41599,700,H
7795,41602,700,H
7796,41603,700,H
7797,41604,700,H
7798,41605,700,H
7799,41608,700,H
7800,41611,700,H
7801,41614,700,H
7802,41615,700,H
7803,41617,700,H
7804,41618,700,H
7805,41620,700,H
7806,41623,700,H
7807,41626,700,H
7808,41629,700,H
7809,41632,700,H
7810,41635,700,H
7811,41638,700,H
7812,41641,700,H
7813,41644,700,H
7814,41647,700,H
7815,41650,700,H
7816,41653,700,H
7817,41656,700,H
7818,41659,700,H
7819,41662,700,H
7820,41665,700,H
7821,41668,700,H
7822,41671,700,H
7823,41672,700,H
7824,41674,700,H
7825,41677,700,H
7826,41680,700,H
7827,41683,700,H
7828,41686,700,H
7829,41689,700,H
7830,41692,700,H
7831,41695,700,H
7832,41698,700,H
7833,41701,700,H
7834,41704,700,H
7835,41707,700,H
7836,41710,700,H
7837,41713,700,H
7838,41716,700,H
7839,41719,700,H
7840,41722,700,H
7841,41725,700,H
7842,41728,700,H
7843,41729,700,H
7844,41731,700,H
7845,41734,700,H
7846,41737,700,H
7847,41740,700,H
7848,41743,700,H
7849,41746,700,H
7850,41749,700,H
7851,41752,700,H
7852,41755,700,H
7853,41758,700,H
7854,41761,700,H
7855,41764,700,H
7856,41767,700,H
7857,41770,700,H
7858,41773,700,H
7859,41776,700,H
7860,41779,700,H
7861,41782,700,H
7862,41785,700,H
7863,41786,700,H
7864,41787,700,H
7865,41788,700,H
7866,41789,700,H
7867,41792,700,H
7868,41793,700,H
7869,41796,700,H
7870,41797,700,H
7871,41800,700,H
7872,41801,700,H
7873,41804,700,H
7874,41807,700,H
7875,41810,700,H
7876,41813,700,H
7877,41816,700,H
7878,41819,700,H
7879,41820,700,H
7880,41822,700,H
7881,41825,700,H
7882,41828,700,H
7883,41831,700,H
7884,41832,700,H
7885,41834,700,H
7886,41837,700,H
7887,41840,700,H
7888,41843,700,H
7889,41846,700,H
7890,41849,700,H
7891,41852,700,H
7892,41855,700,H
7893,41858,700,H
7894,41861,700,H
7895,41864,700,H
7896,41867,700,H
7897,41868,700,H
7898,41869,1100,L
7899,41870,700,H
7900,41873,700,H
7901,41876,700,H
7902,41879,700,H
7903,41880,700,H
7904,41881,700,H
7905,41882,700,H
7906,41883,700,H
7907,41884,700,H
7908,41885,700,H
7909,41886,700,H
7910,41889,700,H
7911,41892,700,H
7912,41895,700,H
7913,41898,700,H
7914,41901,700,H
7915,41904,700,H
7916,41905,700,H
7917,41907,700,H
7918,41910,700,H
7919,42503,700,H
7920,42506,700,H
7921,42509,700,H
7922,42510,700,H
7923,42512,700,H
7924,42515,700,H
7925,42518,700,H
7926,42521,700,H
7927,42524,700,H
7928,42527,700,H
7929,42530,700,H
7930,42533,700,H
7931,42536,700,H
7932,42539,700,H
7933,42542,700,H
7934,42543,700,H
7935,42545,700,H
7936,42548,700,H
7937,42551,700,H
7938,42554,700,H
7939,42557,700,H
7940,42560,700,H
7941,42561,700,H
7942,42563,700,H
7943,42566,700,H
7944,42569,700,H
7945,42572,700,H
7946,42573,700,H
7947,42574,700,H
7948,42575,700,H
7949,42576,700,H
7950,42578,700,H
7951,42581,700,H
7952,42584,700,H
7953,42587,700,H
7954,42590,700,H
7955,42593,700,H
7956,42596,700,H
7957,42599,700,H
7958,42602,700,H
7959,42605,700,H
7960,42608,700,H
7961,42610,700,H
7962,42611,700,H
7963,42614,700,H
7964,42615,700,H
7965,42617,700,H
7966,42620,700,H
7967,42621,700,H
7968,42622,700,H
7969,42623,700,H
7970,42626,700,H
7971,42629,700,H
7972,42632,700,H
7973,42635,700,H
7974,42638,700,H
7975,42641,700,H
7976,42644,700,H
7977,42647,700,H
7978,42650,700,H
7979,42651,700,H
7980,42653,700,H
7981,42656,700,H
7982,42659,700,H
7983,42662,700,H
7984,42665,700,H
7985,42667,700,H
7986,42668,700,H
7987,42670,700,H
7988,42671,700,H
7989,42672,700,H
7990,42673,700,H
7991,42674,700,H
7992,42676,700,H
7993,42677,700,H
7994,42680,700,H
7995,42683,700,H
7996,42686,700,H
7997,42689,700,H
7998,42692,700,H
7999,42695,700,H
8000,42698,700,H
8001,42701,700,H
8002,42702,700,H
8003,42703,700,H
8004,42704,700,H
8005,42705,700,H
8006,42707,700,H
8007,42710,700,H
8008,42713,700,H
8009,42716,700,H
8010,42718,700,H
8011,42719,700,H
8012,42722,700,H
8013,42725,700,H
8014,42728,700,H
8015,42731,700,H
8016,42734,700,H
8017,42737,700,H
8018,42738,700,H
8019,42739,700,H
8020,42740,700,H
8021,42741,700,H
8022,42743,700,H
8023,42744,700,H
8024,42746,700,H
8025,42749,700,H
8026,42752,700,H
8027,42755,700,H
8028,42758,700,H
8029,42761,700,H
8030,42764,700,H
8031,42767,700,H
8032,42770,700,H
8033,42771,700,H
8034,42773,700,H
8035,42776,700,H
8036,42779,700,H
8037,42782,700,H
8038,42783,700,H
8039,42785,700,H
8040,42786,700,H
8041,42788,700,H
8042,42789,700,H
8043,42791,700,H
8044,42792,700,H
8045,42794,700,H
8046,42797,700,H
8047,42800,700,H
8048,42801,700,H
8049,42802,700,H
8050,42803,700,H
8051,42805,700,H
8052,42806,700,H
8053,42807,700,H
8054,42808,700,H
8055,42809,700,H
8056,42810,700,H
8057,42811,700,H
8058,42812,700,H
8059,42815,700,H
8060,42818,700,H
8061,42821,700,H
8062,42824,700,H
8063,42827,1100,L
8064,42830,1100,L
8065,42833,700,H
8066,42836,700,H
8067,42839,700,H
8068,42842,700,H
8069,42845,700,H
8070,42848,700,H
8071,42851,700,H
8072,42854,700,H
8073,42857,700,H
8074,42860,700,H
8075,42863,700,H
8076,42866,700,H
8077,42869,700,H
8078,42872,700,H
8079,42875,700,H
8080,42878,700,H
8081,42881,700,H
8082,42884,700,H
8083,42887,700,H
8084,42990,700,H
8085,42991,700,H
8086,42993,700,H
8087,42996,700,H
8088,42999,700,H
8089,43000,700,H
8090,43002,700,H
8091,43005,700,H
8092,43008,700,H
8093,43011,700,H
8094,43014,700,H
8095,43017,700,H
8096,43021,700,H
8097,43022,700,H
8098,43023,700,H
8099,43500,700,H
8100,43503,700,H
8101,43506,700,H
8102,43509,700,H
8103,43512,700,H
8104,43515,700,H
8105,43518,700,H
8106,43521,700,H
8107,43524,700,H
8108,43800,700,H
8109,43801,700,H
8110,43803,700,H
8111,43804,700,H
8112,43805,700,H
8113,43806,700,H
8114,43807,700,H
8115,43809,700,H
8116,43810,700,H
8117,43812,700,H
8118,43813,700,H
8119,43815,700,H
8120,43816,700,H
8121,43818,700,H
8122,43819,700,H
8123,43821,700,H
8124,43822,700,H
8125,43824,700,H
8126,43825,700,H
8127,43827,700,H
8128,43828,700,H
8129,43830,700,H
8130,43831,700,H
8131,43832,700,H
8132,43833,700,H
8133,43834,700,H
8134,43835,700,H
8135,43836,700,H
8136,43837,700,H
8137,43838,700,H
8138,43839,700,H
8139,43840,700,H
8140,43841,700,H
8141,43842,700,H
8142,43843,700,H
8143,43845,700,H
