,ITEM,BTOS (Heirarchy order),BTOS-4D
3568,7007,700,S
3569,7008,700,S
3570,7011,700,S
3571,7013,700,S
3572,7015,700,S
3573,7021,700,S
3574,7028,700,S
3575,7033,700,S
3576,7042,700,S
3577,7044,700,S
3578,7046,700,S
3579,7057,700,S
3580,7066,700,S
3581,7070,700,S
3582,7071,700,S
3583,7072,700,S
3584,7073,700,S
3585,7074,700,S
3586,7075,700,S
3587,7076,700,S
3588,7077,700,S
3589,7078,700,S
3590,7079,700,S
3591,7080,700,S
3592,7081,700,S
3593,7082,700,S
3594,7083,700,S
3595,7084,700,S
3596,7085,700,S
3597,7086,700,S
3598,7087,700,S
3599,7088,700,S
3600,7089,700,S
3601,7090,700,S
3602,7091,700,S
3603,7092,700,S
3604,7093,700,S
3605,7094,700,S
3606,7095,700,S
3607,7096,700,S
3608,7097,700,S
3609,7098,700,S
3610,7099,700,S
3611,7100,700,S
3612,7101,700,S
3613,7102,700,S
3614,7103,700,S
3615,7104,700,S
3616,7105,700,S
3617,7106,700,S
3618,7107,700,S
3619,7108,700,S
3620,7109,700,S
3621,7110,700,S
3622,7111,700,S
3623,7112,700,S
3624,7113,700,S
3625,7114,700,S
3626,7115,700,S
3627,7116,700,S
3628,7117,700,S
3629,7118,700,S
3630,7119,700,S
3631,7120,700,S
3632,7121,700,S
3633,7122,700,S
3634,7123,700,S
3635,7124,700,S
3636,7125,700,S
3637,7126,700,S
3638,7128,1100,T
3639,7129,700,S
3640,7130,700,S
3641,7132,700,S
3642,7133,700,S
3643,7134,1100,T
3644,7135,700,S
3645,7136,700,S
3646,7137,700,S
3647,7138,700,S
3648,7139,700,S
3649,7140,700,S
3650,7141,700,S
3651,7143,700,S
3652,7146,1100,T
3653,7147,700,S
3654,7148,700,S
3655,7149,700,S
3656,7150,700,S
3657,7151,700,S
3658,7152,700,S
3659,7153,700,S
3660,7154,700,S
3661,7155,700,S
3662,7156,700,S
3663,7157,700,S
3664,7158,700,S
3665,7159,700,S
3666,7160,700,S
3667,7161,700,S
3668,7162,700,S
3669,7163,700,S
3670,7164,700,S
3671,7165,700,S
3672,7166,700,S
3673,7167,700,S
3674,7168,700,S
3675,7169,700,S
3676,7170,700,S
3677,7171,700,S
3678,7172,700,S
3679,7173,700,S
3680,7174,700,S
3681,7175,700,S
3682,7176,700,S
3683,7177,700,S
3684,7178,700,S
3685,7179,700,S
3686,7180,700,S
3687,7181,700,S
3688,7182,700,S
3689,7183,700,S
3690,7184,700,S
3691,7185,700,S
3692,7186,700,S
3693,7187,700,S
3694,7188,700,S
3695,7189,700,S
3696,7190,700,S
3697,7191,700,S
3698,7192,700,S
3699,7193,700,S
3700,7194,700,S
3701,7195,700,S
3702,7196,700,S
3703,7197,700,S
3704,7198,700,S
3705,7199,700,S
3706,7200,700,S
3707,7203,700,S
3708,7204,700,S
3709,7208,700,S
3710,7209,700,S
3711,7211,700,S
3712,7212,700,S
3713,7213,700,S
3714,7214,700,S
3715,7216,700,S
3716,7217,700,S
3717,7218,700,S
3718,7219,700,S
3719,7222,700,S
3720,7223,700,S
3721,7224,700,S
3722,7225,700,S
3723,7226,700,S
3724,7227,700,S
3725,7228,700,S
3726,7229,700,S
3727,7231,700,S
3728,7232,700,S
3729,7240,700,S
3730,7244,700,S
3731,7248,700,S
3732,7251,700,S
3733,7265,700,S
3734,7270,700,S
3735,7274,700,S
3736,7279,700,S
3737,7283,700,S
3738,7287,700,S
3739,7291,700,S
3740,7298,700,S
3741,7312,700,S
3742,7314,700,S
3743,7316,700,S
3744,7318,700,S
3745,7320,700,S
3746,7324,700,S
3747,7326,700,S
3748,7328,700,S
3749,7331,700,S
3750,7336,700,S
3751,7338,700,S
3752,7341,700,S
3753,7346,700,S
3754,7353,700,S
3755,7355,700,S
3756,7361,700,S
3757,7365,700,S
3758,7370,700,S
3759,7373,700,S
3760,7376,700,S
3761,7381,700,S
3762,7397,700,S
3763,7402,1100,T
3764,7410,700,S
3765,7412,700,S
3766,7416,700,S
3767,7419,700,S
3768,7423,700,S
3769,7426,700,S
3770,7430,700,S
3771,7432,700,S
3772,7435,700,S
3773,7436,700,S
3774,7440,700,S
3775,7443,700,S
3776,7446,700,S
3777,7451,700,S
3778,7457,700,S
3779,7461,700,S
3780,7464,700,S
3781,7468,700,S
3782,7472,700,S
3783,7480,700,S
3784,7483,700,S
3785,7485,1100,T
3786,7505,700,S
3787,7508,700,S
3788,7512,700,S
3789,7516,700,S
3790,7520,700,S
3791,7524,700,S
3792,7527,700,S
3793,7530,700,S
3794,7533,700,S
3795,7535,700,S
3796,7538,700,S
3797,7539,700,S
3798,7540,700,S
3799,7544,700,S
3800,7547,700,S
3801,7550,700,S
3802,7552,700,S
3803,7559,700,S
3804,7563,700,S
3805,7567,700,S
3806,7572,700,S
3807,7588,700,S
3808,7593,700,S
3809,7597,700,S
3810,7601,700,S
3811,7605,700,S
3812,7608,700,S
3813,7610,700,S
3814,7615,700,S
3815,7619,700,S
3816,7624,700,S
3817,7627,700,S
3818,7632,700,S
3819,7637,700,S
3820,7641,700,S
3821,7643,700,S
3822,7647,700,S
3823,7652,700,S
3824,7673,700,S
3825,7677,700,S
3826,7681,700,S
3827,7683,700,S
3828,7687,700,S
3829,7691,700,S
3830,7694,700,S
3831,7697,700,S
3832,7701,700,S
3833,7706,700,S
3834,7709,700,S
3835,7712,700,S
3836,7715,700,S
3837,7718,700,S
3838,7719,700,S
3839,7720,1100,T
3840,7721,700,S
3841,7722,700,S
3842,7723,1100,T
3843,7724,1100,T
3844,7725,700,S
3845,7726,1100,T
3846,7727,700,S
3847,7728,700,S
3848,7729,1100,T
3849,7731,1100,T
3850,7739,700,S
3851,7743,700,S
3852,7745,1100,T
3853,7749,700,S
3854,7753,1100,T
3855,7764,700,S
3856,7766,700,S
3857,7770,1100,T
3858,7774,700,S
3859,7777,700,S
3860,7781,700,S
3861,7785,700,S
3862,7789,700,S
3863,7793,700,S
3864,7798,700,S
3865,7802,700,S
3866,7803,700,S
3867,7804,1100,T
3868,7808,700,S
3869,7809,700,S
3870,7812,1100,T
3871,7815,700,S
3872,7817,700,S
3873,7818,1100,T
3874,7821,700,S
3875,7823,700,S
3876,7824,1100,T
3877,7828,700,S
3878,7831,1100,T
3879,7834,700,S
3880,7836,1100,T
3881,7839,700,S
3882,7841,1100,T
3883,7844,1100,T
3884,7847,700,S
3885,7849,1100,T
3886,7853,700,S
3887,7855,700,S
3888,7857,700,S
3889,7861,700,S
3890,7864,700,S
3891,7868,700,S
3892,7872,700,S
3893,7874,700,S
3894,7875,700,S
3895,7878,700,S
3896,7883,700,S
3897,7886,700,S
3898,7888,1100,T
3899,7898,700,S
3900,7902,700,S
3901,7907,1100,T
3902,7911,700,S
3903,7915,700,S
3904,7926,700,S
3905,7928,700,S
3906,7932,700,S
3907,7934,700,S
3908,7937,700,S
3909,7938,700,S
3910,7939,700,S
3911,7940,700,S
3912,7942,700,S
3913,7945,700,S
3914,7947,700,S
3915,7951,700,S
3916,7957,700,S
3917,7961,700,S
3918,7967,700,S
3919,7969,700,S
3920,7975,700,S
3921,7977,700,S
3922,7980,700,S
3923,7983,700,S
3924,7993,700,S
3925,7999,700,S
3926,8001,700,S
3927,8003,700,S
3928,8006,1100,T
3929,8009,700,S
3930,8014,700,S
3931,8017,700,S
3932,8019,700,S
3933,8022,700,S
3934,8023,700,S
3935,8024,700,S
3936,8026,700,S
3937,8028,700,S
3938,8032,700,S
3939,8036,700,S
3940,8040,700,S
3941,8044,700,S
3942,8048,700,S
3943,8053,700,S
3944,8064,700,S
3945,8069,700,S
3946,8070,700,S
3947,8072,700,S
3948,8074,700,S
3949,8080,700,S
3950,8082,700,S
3951,8085,700,S
3952,8088,700,S
3953,8090,700,S
3954,8092,700,S
3955,8105,700,S
3956,8113,700,S
3957,8116,700,S
3958,8120,700,S
3959,8131,700,S
3960,8135,700,S
3961,8151,700,S
3962,8153,700,S
3963,8158,700,S
3964,8159,700,S
3965,8161,700,S
3966,8166,700,S
3967,8169,700,S
3968,8173,700,S
3969,8175,1100,T
3970,8179,700,S
3971,8182,700,S
3972,8185,700,S
3973,8187,700,S
3974,8190,700,S
3975,8193,700,S
3976,8195,700,S
3977,8198,700,S
3978,8201,700,S
3979,8206,700,S
3980,8209,700,S
3981,8211,700,S
3982,8214,700,S
3983,8217,700,S
3984,8219,700,S
3985,8222,700,S
3986,8225,700,S
3987,8227,700,S
3988,8230,700,S
3989,8233,700,S
3990,8235,700,S
3991,8238,700,S
3992,8241,700,S
3993,8243,700,S
3994,8246,700,S
3995,8249,700,S
3996,8251,700,S
3997,8257,700,S
3998,8259,700,S
3999,8262,700,S
4000,8267,700,S
4001,8275,700,S
4002,8279,700,S
4003,8282,700,S
4004,8283,700,S
4005,8287,700,S
4006,8290,700,S
4007,8294,700,S
4008,8296,700,S
4009,8298,700,S
4010,8302,700,S
4011,8304,700,S
4012,8306,700,S
4013,8310,700,S
4014,8312,700,S
4015,8314,700,S
4016,8316,700,S
4017,8318,700,S
4018,8320,700,S
4019,8322,700,S
4020,8324,700,S
4021,8326,700,S
4022,8328,700,S
4023,8330,700,S
4024,8332,700,S
4025,8334,700,S
4026,8336,700,S
4027,8349,700,S
4028,8351,700,S
4029,8352,700,S
4030,8354,700,S
4031,8356,700,S
4032,8378,700,S
4033,8380,700,S
4034,8382,700,S
4035,8384,700,S
4036,8386,700,S
4037,8388,700,S
4038,8390,700,S
4039,8392,700,S
4040,8394,700,S
4041,8397,700,S
4042,8398,700,S
4043,8400,700,S
4044,8402,700,S
4045,8406,700,S
4046,8408,700,S
4047,8410,700,S
4048,8412,700,S
4049,8414,700,S
4050,8418,700,S
4051,8422,700,S
4052,8424,700,S
4053,8428,700,S
4054,8430,700,S
4055,8432,700,S
4056,8434,700,S
4057,8436,700,S
4058,8440,700,S
4059,8442,700,S
4060,8444,700,S
4061,8445,700,S
4062,8446,700,S
4063,8447,700,S
4064,8448,700,S
4065,8449,700,S
4066,8450,700,S
4067,8451,700,S
4068,8452,700,S
4069,8453,700,S
4070,8454,700,S
4071,8455,700,S
4072,8456,700,S
4073,8458,700,S
4074,8460,1100,T
4075,8462,700,S
4076,8464,1100,T
4077,8466,700,S
4078,8467,700,S
4079,8468,1100,T
4080,8470,700,S
4081,8471,700,S
4082,8472,700,S
4083,8473,700,S
4084,8474,700,S
4085,8475,700,S
4086,8476,700,S
4087,8478,700,S
4088,8479,1100,T
4089,8480,700,S
4090,8481,700,S
4091,8482,1100,T
4092,8483,700,S
4093,8484,700,S
4094,8485,700,S
4095,8486,700,S
4096,8487,700,S
4097,8488,700,S
4098,8490,700,S
4099,8492,700,S
4100,8494,700,S
4101,8496,700,S
4102,8498,700,S
4103,8500,700,S
4104,8502,700,S
4105,8504,700,S
4106,8506,1100,T
4107,8508,700,S
4108,8509,700,S
4109,8510,700,S
4110,8511,700,S
4111,8512,700,S
4112,8514,1100,T
4113,8515,700,S
4114,8516,700,S
4115,8517,700,S
4116,8518,700,S
4117,8519,700,S
4118,8520,1100,T
4119,8521,700,S
4120,8522,700,S
4121,8523,700,S
4122,8524,700,S
4123,8525,700,S
4124,8526,700,S
4125,8527,700,S
4126,8528,700,S
4127,8529,700,S
4128,8530,700,S
4129,8531,700,S
4130,8532,700,S
4131,8533,700,S
4132,8534,700,S
4133,8535,700,S
4134,8536,700,S
4135,8537,700,S
4136,8538,700,S
4137,8539,700,S
4138,8540,700,S
4139,8541,700,S
4140,8542,700,S
4141,8543,700,S
4142,8544,700,S
4143,8545,700,S
4144,8546,700,S
4145,8548,700,S
4146,8549,700,S
4147,8550,700,S
4148,8551,700,S
4149,8552,700,S
4150,8553,700,S
4151,8554,700,S
4152,8556,700,S
4153,8557,700,S
4154,8558,1100,T
4155,8560,700,S
4156,8562,1100,T
4157,8564,700,S
4158,8566,1100,T
4159,8568,700,S
4160,8570,700,S
4161,8572,1100,T
4162,8574,700,S
4163,8576,1100,T
4164,8578,700,S
4165,8580,1100,T
4166,8582,700,S
4167,8584,700,S
4168,8585,700,S
4169,8586,700,S
4170,8588,700,S
4171,8592,700,S
4172,8594,700,S
4173,8596,700,S
4174,8598,700,S
4175,8599,700,S
4176,8600,700,S
4177,8601,700,S
4178,8602,700,S
4179,8604,700,S
4180,8605,700,S
4181,8606,700,S
4182,8608,700,S
4183,8612,700,S
4184,8614,700,S
4185,8616,700,S
4186,8618,700,S
4187,8620,700,S
4188,8622,700,S
4189,8623,700,S
4190,8624,700,S
4191,8625,700,S
4192,8627,700,S
4193,8628,700,S
4194,8630,700,S
4195,8631,700,S
4196,8632,700,S
4197,8633,700,S
4198,8634,700,S
4199,8636,700,S
4200,8638,1100,T
4201,8640,700,S
4202,8642,1100,T
4203,8644,700,S
4204,8646,1100,T
4205,8648,700,S
4206,8650,1100,T
4207,8652,700,S
4208,8654,1100,T
4209,8655,700,S
4210,8656,700,S
4211,8657,700,S
4212,8658,700,S
4213,8659,1100,T
4214,8660,700,S
4215,8661,1100,T
4216,8662,700,S
4217,8663,1100,T
4218,8664,700,S
4219,8665,1100,T
4220,8666,700,S
4221,8667,1100,T
4222,8668,700,S
4223,8669,1100,T
4224,8670,700,S
4225,8671,1100,T
4226,8672,700,S
4227,8673,1100,T
4228,8674,700,S
4229,8675,700,S
4230,8676,700,S
4231,8677,700,S
4232,8678,700,S
4233,8679,700,S
4234,8680,700,S
4235,8681,700,S
4236,8682,700,S
4237,8683,700,S
4238,8684,700,S
4239,8685,700,S
4240,8686,700,S
4241,8687,700,S
4242,8688,700,S
4243,8689,700,S
4244,8690,700,S
4245,8691,700,S
4246,8692,700,S
4247,8693,700,S
4248,8694,700,S
4249,8695,700,S
4250,8696,700,S
4251,8697,700,S
4252,8698,700,S
4253,8699,700,S
4254,8700,1100,T
4255,8701,1100,T
4256,8702,1100,T
4257,8703,1100,T
4258,8704,1100,T
4259,8705,1100,T
4260,8706,1100,T
4261,8707,1100,T
4262,8708,1100,T
4263,8710,1100,T
4264,8711,1100,T
4265,8712,600,I
4266,8713,600,I
4267,8714,1100,T
4268,8715,1100,T
4269,8716,600,I
4270,8717,600,I
4271,8718,1100,T
4272,8719,1100,T
4273,8720,600,I
4274,8721,600,I
4275,8722,1100,T
4276,8723,600,I
4277,8724,600,I
4278,8725,1100,T
4279,8726,1100,T
4280,8727,600,I
4281,8728,600,I
4282,8730,600,I
4283,8731,600,I
4284,8732,600,I
4285,8733,600,I
4286,8734,600,I
4287,8735,600,I
4288,8736,600,I
4289,8737,600,I
4290,8738,600,I
4291,8739,600,I
4292,8740,600,I
4293,8741,600,I
4294,8742,600,I
4295,8743,600,I
4296,8744,600,I
4297,8745,600,I
4298,8746,600,I
4299,8747,600,I
4300,8748,600,I
4301,8749,600,I
4302,8750,600,I
4303,8751,600,I
4304,8752,600,I
4305,8753,600,I
4306,8754,600,I
4307,8755,600,I
4308,8756,600,I
4309,8757,600,I
4310,8758,600,I
4311,8759,600,I
4312,8760,600,I
4313,8761,600,I
4314,8762,600,I
4315,8763,600,I
4316,8764,600,I
4317,8765,600,I
4318,8766,600,I
4319,8767,600,I
4320,8768,600,I
4321,8769,600,I
4322,8770,600,I
4323,8771,600,I
4324,8772,600,I
4325,8773,600,I
4326,8774,600,I
4327,8775,600,I
4328,8776,600,I
4329,8777,600,I
4330,8778,600,I
4331,8779,600,I
4332,8780,600,I
4333,8781,600,I
4334,8782,600,I
4335,8783,600,I
4336,8784,600,I
4337,8785,600,I
4338,8786,600,I
4339,8787,600,I
4340,8788,600,I
4341,8789,600,I
4342,8790,600,I
4343,8791,600,I
4344,8792,600,I
4345,8793,600,I
4346,8794,600,I
4347,8795,600,I
4348,8796,600,I
4349,8797,600,I
4350,8798,600,I
4351,8799,600,I
4352,8800,600,I
4353,8801,600,I
4354,8802,600,I
4355,8803,600,I
4356,8804,600,I
4357,8805,600,I
4358,8807,600,I
4359,8808,600,I
4360,8809,600,I
4361,8810,600,I
4362,8811,600,I
4363,8812,600,I
4364,8813,600,I
4365,8814,600,I
4366,8815,600,I
4367,8816,600,I
4368,8817,600,I
4369,8818,600,I
4370,8819,600,I
4371,8820,600,I
4372,8821,600,I
4373,8822,600,I
4374,8823,600,I
4375,8824,600,I
4376,8825,600,I
4377,8826,600,I
4378,8827,600,I
4379,8828,600,I
4380,8829,600,I
4381,8830,600,I
4382,8831,600,I
4383,8832,600,I
4384,8833,600,I
4385,8834,600,I
4386,8835,600,I
4387,8836,600,I
4388,8837,600,I
4389,8838,600,I
4390,8839,600,I
4391,8840,600,I
4392,8841,600,I
4393,8842,600,I
4394,8843,600,I
4395,8844,600,I
4396,8845,600,I
4397,8846,600,I
4398,8847,600,I
4399,8848,600,I
4400,8849,600,I
4401,8850,1000,T
4402,8851,600,I
4403,8852,600,I
4404,8853,600,I
4405,8854,600,I
4406,8855,600,I
4407,8856,600,I
4408,8857,600,I
4409,8858,600,I
4410,8859,600,I
4411,8860,600,I
4412,8861,600,I
4413,8862,600,I
4414,8863,600,I
4415,8864,600,I
4416,8865,600,I
4417,8866,600,I
4418,8867,600,I
4419,8868,600,I
4420,8869,600,I
4421,8870,600,I
4422,8871,600,I
4423,8872,600,I
4424,8873,600,I
4425,8874,600,I
4426,8875,1000,T
4427,8878,1000,T
4428,8880,1000,T
4429,8882,1000,T
4430,8884,1000,T
4431,8886,1000,T
4432,8901,1100,T
4433,8902,1100,T
4434,8903,1100,T
4435,8905,1100,T
4436,8906,1100,T
4437,8907,1100,T
4438,8908,1100,T
4439,8909,1100,T
4440,8914,1100,T
4441,8915,1100,T
4442,8917,1100,T
4443,8918,1100,T
4444,8919,1100,T
4445,8922,1100,T
4446,8923,1100,T
4447,8924,1100,T
4448,8925,1100,T
4449,8928,1100,T
4450,8931,1100,T
4451,8932,1100,T
4452,8933,1100,T
4453,8936,1100,T
4454,8937,1100,T
4455,8938,1100,T
4456,8939,1100,T
4457,8940,1100,T
4458,8941,1100,T
4459,8945,1100,T
4460,8946,1100,T
4461,8947,1100,T
4462,8948,1100,T
4463,8960,1100,T
4464,8961,1100,T
4465,8962,1100,T
4466,8963,1100,T
4467,8964,1100,T
4468,8965,1100,T
4469,8966,1100,T
4470,8971,1100,T
4471,8972,1100,T
4472,8973,1100,T
4473,8974,1100,T
4474,8975,1100,T
4475,8976,1100,T
4476,8980,1100,T
4477,8982,1100,T
4478,8984,1100,T
4479,8986,1100,T
4480,8988,1100,T
4481,8990,1100,T
4482,9011,300,B
4483,9021,400,S
4484,9022,400,S
4485,9023,400,S
4486,9024,400,S
4487,9025,400,S
4488,9026,400,S
4489,9027,400,S
4490,9028,400,S
4491,9029,400,S
4492,9030,400,S
4493,9031,400,S
4494,9032,400,S
4495,9033,400,S
4496,9034,400,S
4497,9035,400,S
4498,9036,400,S
4499,9037,400,S
4500,9038,400,S
4501,9039,400,S
4502,9040,400,S
4503,9041,400,S
4504,9042,400,S
4505,9061,1100,T
4506,9062,1100,T
4507,9063,1100,T
4508,9065,1100,T
4509,9066,600,I
4510,9067,1100,T
4511,9341,600,I
4512,9342,600,I
4513,9343,600,I
4514,9344,600,I
4515,9381,1000,T
4516,9382,1000,T
4517,9383,1000,T
4518,9384,1000,T
4519,9385,1000,T
4520,9386,1000,T
4521,9387,1000,T
4522,9388,1000,T
4523,9389,1000,T
4524,9390,1000,T
4525,9391,1000,T
4526,9392,1000,T
4527,9401,700,S
4528,9402,700,S
4529,9403,700,S
4530,9404,700,S
4531,9405,700,S
4532,9406,700,S
4533,9407,700,S
4534,9408,700,S
4535,9409,700,S
4536,9410,1100,T
4537,9411,1100,T
4538,9412,1100,T
4539,9413,1100,T
4540,9414,1100,T
4541,9415,700,S
4542,9416,700,S
4543,9417,700,S
4544,9418,700,S
4545,9419,700,S
4546,9420,700,S
4547,9421,700,S
4548,9422,700,S
4549,9423,700,S
4550,9424,700,S
4551,9425,700,S
4552,9426,700,S
4553,9427,700,S
4554,9428,700,S
4555,9429,700,S
4556,9430,700,S
4557,9431,700,S
4558,9432,700,S
4559,9433,700,S
4560,9434,700,S
4561,9435,700,S
4562,9436,1100,T
4563,9437,1100,T
4564,9438,700,S
4565,9439,1100,T
4566,9441,700,S
4567,9442,700,S
4568,9443,700,S
4569,9444,700,S
4570,9445,700,S
4571,9446,700,S
4572,9447,700,S
4573,9448,700,S
4574,9449,700,S
4575,9450,1100,T
4576,9451,1100,T
4577,9452,1100,T
4578,9453,1100,T
4579,9454,1100,T
4580,9455,1100,T
4581,9456,1100,T
4582,9457,1100,T
4583,9458,700,S
4584,9459,1100,T
4585,9460,1100,T
4586,9461,1100,T
4587,9462,1100,T
4588,9463,1100,T
4589,9464,1100,T
4590,9465,1100,T
4591,9466,1100,T
4592,9467,1100,T
4593,9468,1100,T
4594,9469,1100,T
4595,9470,1100,T
4596,9471,1100,T
4597,9472,1100,T
4598,9473,1100,T
4599,9474,1100,T
4600,9475,1100,T
4601,9476,700,S
4602,9477,700,S
4603,9478,700,S
4604,10801,200,E
4605,10802,200,E
4606,10803,200,E
4607,10804,200,E
4608,10805,200,E
4609,10806,200,E
4610,10807,200,E
4611,10808,200,E
4612,10809,200,E
4613,10815,200,E
4614,10816,200,E
4615,10900,900,O
4616,10901,900,O
4617,10902,900,O
4618,10903,900,O
4619,10904,900,O
4620,10905,900,O
4621,10906,900,O
4622,10907,900,O
4623,10908,900,O
4624,10909,900,O
4625,10910,900,O
4626,10911,900,O
4627,10912,900,O
4628,10913,900,O
4629,10914,900,O
4630,10915,900,D
4631,10916,900,O
4632,10918,900,O
4633,10921,900,O
4634,10922,900,O
4635,10923,900,O
4636,10924,900,O
4637,10925,900,O
4638,10926,900,O
4639,10927,900,O
4640,10928,900,O
4641,10929,900,O
4642,10930,900,O
4643,10931,900,O
4644,10932,900,O
4645,10933,900,O
4646,10940,900,O
4647,10941,900,O
4648,10942,900,O
4649,10943,900,O
4650,10944,900,O
4651,10945,900,O
4652,10946,900,O
4653,10947,900,O
4654,10948,900,O
4655,10950,150,L
4656,10951,150,L
4657,10952,150,L
4658,10953,150,L
4659,10954,150,L
4660,10956,150,L
4661,10958,150,L
4662,10960,150,L
4663,10962,150,L
4664,10964,150,L
4665,10966,150,L
4666,10968,150,L
4667,10970,150,L
4668,10975,150,L
4669,10976,150,L
4670,10977,150,L
4671,10983,110,G
4672,10984,110,G
4673,10985,1100,T
4674,10986,110,G
4675,10987,110,G
4676,10988,110,G
4677,10989,110,G
4678,10990,1100,T
4679,10991,1100,T
4680,10992,1100,T
4681,10993,110,G
4682,10994,110,G
4683,10995,110,G
4684,10996,110,G
4685,10997,110,G
4686,10998,110,G
4687,10999,110,G
4688,11000,1100,T
4689,11003,1100,T
4690,11004,1100,T
4691,11005,1100,T
4692,11006,1100,T
4693,11009,1100,T
4694,11012,1100,T
4695,11015,1100,T
4696,11018,1100,T
4697,11021,1100,T
4698,11024,1100,T
4699,11027,1100,T
4700,11200,1100,T
4701,11203,1100,T
4702,11204,1100,T
4703,11205,1100,T
4704,11206,1100,T
4705,11209,1100,T
4706,11210,1100,T
4707,11211,1100,T
4708,11212,1100,T
4709,11215,1100,T
4710,11218,1100,T
4711,11219,1100,T
4712,11220,1100,T
4713,11221,1100,T
4714,11222,1100,T
4715,11224,1100,T
4716,11225,1100,T
4717,11227,1100,T
4718,11235,1100,T
4719,11237,1100,T
4720,11240,1100,T
4721,11241,1100,T
4722,11242,1100,T
4723,11243,1100,T
4724,11244,1100,T
4725,11300,1100,T
4726,11303,1100,T
4727,11304,1100,T
4728,11306,1100,T
4729,11309,1100,T
4730,11312,1100,T
4731,11315,1100,T
4732,11318,1100,T
4733,11321,1100,T
4734,11324,1100,T
4735,11327,1100,T
4736,11330,1100,T
4737,11332,1100,T
4738,11333,1100,T
4739,11336,1100,T
4740,11339,1100,T
4741,11500,1100,T
4742,11503,1100,T
4743,11506,1100,T
4744,11509,1100,T
4745,11512,1100,T
4746,11600,1100,T
4747,11601,1100,T
4748,11602,1100,T
4749,11603,1100,T
4750,11604,1100,T
4751,11605,1100,T
4752,11606,1100,T
4753,11609,1100,T
4754,11610,1100,T
4755,11611,1100,T
4756,11612,1100,T
4757,11614,1100,T
4758,11615,1100,T
4759,11618,1100,T
4760,11621,1100,T
4761,11624,1100,T
4762,11627,1100,T
4763,11630,1100,T
4764,11700,1100,T
4765,11701,1100,T
4766,11702,1100,T
4767,11703,1100,T
4768,11706,1100,T
4769,11708,1100,T
4770,11709,1100,T
4771,11710,1100,T
4772,11711,1100,T
4773,11712,1100,T
4774,11713,1100,T
4775,11715,1100,T
4776,11718,1100,T
4777,11719,1100,T
4778,11720,1100,T
4779,11721,1100,T
4780,11722,1100,T
4781,11724,1100,T
4782,11725,1100,T
4783,11726,1100,T
4784,11727,1100,T
4785,11800,1100,T
4786,11801,1100,T
4787,11810,1100,T
4788,11820,1100,T
4789,11823,1100,T
4790,11830,1100,T
4791,11833,1100,T
4792,11900,1100,T
4793,11903,1100,T
4794,11906,1100,T
4795,11909,1100,T
4796,11912,1100,T
4797,11915,1100,T
4798,11917,1100,T
4799,11918,1100,T
4800,11919,1100,T
4801,11921,1100,T
4802,12000,1100,T
4803,12003,1100,T
4804,12006,1100,T
4805,12009,1100,T
4806,12012,1100,T
4807,12015,1100,T
4808,12017,1100,T
4809,12018,1100,T
4810,12021,1100,T
4811,12022,1100,T
4812,12024,1100,T
4813,12025,1100,T
4814,12026,1100,T
4815,12027,1100,T
4816,12100,1100,T
4817,12103,1100,T
4818,12106,1100,T
4819,12109,1100,T
4820,12112,1100,T
4821,12115,1100,T
4822,12200,1100,T
4823,12201,1100,T
4824,12203,1100,T
4825,12206,1100,T
4826,12207,1100,T
4827,12209,1100,T
4828,12210,1100,T
4829,12212,1100,T
4830,12213,1100,T
4831,12215,1100,T
4832,12217,1100,T
4833,12250,1100,T
4834,12300,1100,T
4835,12303,1100,T
4836,12306,1100,T
4837,12309,1100,T
4838,12312,1100,T
4839,12315,1100,T
4840,12318,1100,T
4841,12320,1100,T
4842,12321,1100,T
4843,12322,1100,T
4844,12323,1100,T
4845,12324,1100,T
4846,12325,1100,T
4847,12326,1100,T
4848,12500,1100,T
4849,12503,1100,T
4850,12506,1100,T
4851,12509,1100,T
4852,12512,1100,T
4853,12515,1100,T
4854,12518,1100,T
4855,12521,1100,T
4856,12524,1100,T
4857,12527,1100,T
4858,12530,1100,T
4859,12533,1100,T
4860,13000,1100,T
4861,13003,1100,T
4862,13006,400,S
4863,13009,400,S
4864,13012,1100,T
4865,13015,1100,T
4866,13020,1100,T
4867,13025,1100,T
4868,13030,1100,T
4869,13100,1100,T
4870,13103,1100,T
4871,13104,1100,T
4872,13106,1100,T
4873,13109,1100,T
4874,13110,1100,T
4875,13112,1100,T
4876,13200,1100,T
4877,13201,1100,T
4878,13202,1100,T
4879,13203,1100,T
4880,13206,1100,T
4881,13209,1100,T
4882,13210,1100,T
4883,13212,1100,T
4884,13215,1100,T
4885,13218,1100,T
4886,13221,1100,T
4887,13251,1100,T
4888,13290,1100,T
4889,13292,1100,T
4890,13300,1100,T
4891,13303,1100,T
4892,13306,1100,T
4893,13309,1100,T
4894,13312,1100,T
4895,13315,1100,T
4896,13318,1100,T
4897,13319,1100,T
4898,13400,1100,T
4899,13500,1100,T
4900,13503,1100,T
4901,13506,1100,T
4902,13600,1100,T
4903,13603,1100,T
4904,13604,1100,T
4905,13606,1100,T
4906,13609,1100,T
4907,13612,1100,T
4908,13700,1100,T
4909,13703,1100,T
4910,13706,1100,T
4911,13709,1100,T
4912,13750,1100,T
4913,13755,1100,T
4914,13757,1100,T
4915,13760,1100,T
4916,13800,1100,T
4917,13803,1100,T
4918,13806,1100,T
4919,13809,1100,T
4920,13812,1100,T
4921,13815,1100,T
4922,13818,1100,T
